premise	initial	counterfactual	original_ending	generated_ending	bert_o1h1	bert_o1h123	bert_consec
The band walked to the front of the stage.	They began to perform.	They began to perform but a tornado destroyed the building.	The electricity immediately went off. Everyone couldn't see where they were. After a few minutes, the lights came back on.	DEPRECATED	-1	-1	-1
The band walked to the front of the stage.	They began to perform.	They began to perform but a tornado destroyed the building.	The electricity immediately went off. Everyone couldn't see where they were. After a few minutes, the lights came back on.	DEPRECATED	-1	-1	-1
The band walked to the front of the stage.	They began to perform.	They began to perform but a tornado destroyed the building.	The electricity immediately went off. Everyone couldn't see where they were. After a few minutes, the lights came back on.	DEPRECATED	-1	-1	-1
The band walked to the front of the stage.	They began to perform.	They began to perform but a tornado destroyed the building.	The electricity immediately went off. Everyone couldn't see where they were. After a few minutes, the lights came back on.	DEPRECATED	-1	-1	-1
I was clothes shopping the other day.	Everything I found was made in China.	I found some very attractive handmade American clothes there.	Some stuff was made in Vietnam. I couldn't find anything from America. I decided not to buy any clothes.	I was so excited to try them on. I was so excited to wear them. I was so excited to wear them.	-1	-1	-1
I was clothes shopping the other day.	Everything I found was made in China.	I found some very attractive handmade American clothes there.	Some stuff was made in Vietnam. I couldn't find anything from America. I decided not to buy any clothes.	I was so excited to try them on. I couldn't sure what to wear them on, but I decided to wear them on anyway. I decided not to buy any clothes.	4.498848915100098	4.936030387878418	4.061440706253052
I was clothes shopping the other day.	Everything I found was made in China.	I found some very attractive handmade American clothes there.	Some stuff was made in Vietnam. I couldn't find anything from America. I decided not to buy any clothes.	I was so excited to try them on. I couldn't wait to wear them. I decided not to buy any of them.	4.498848915100098	4.908945083618164	4.118885358174642
I was clothes shopping the other day.	Everything I found was made in China.	I found some very attractive handmade American clothes there.	Some stuff was made in Vietnam. I couldn't find anything from America. I decided not to buy any clothes.	I was so excited to try them on. I couldn't find anything that looked like them on the website. I decided to try them on myself.	4.498848915100098	4.737655162811279	3.6093245347340903
I was clothes shopping the other day.	Everything I found was made in China.	I found some very attractive handmade American clothes there.	Some stuff was made in Vietnam. I couldn't find anything from America. I decided not to buy any clothes.	DEPRECATED	-1	-1	-1
I was clothes shopping the other day.	Everything I found was made in China.	I found some very attractive handmade American clothes there.	Some stuff was made in Vietnam. I couldn't find anything from America. I decided not to buy any clothes.	DEPRECATED	-1	-1	-1
I was clothes shopping the other day.	Everything I found was made in China.	I found some very attractive handmade American clothes there.	Some stuff was made in Vietnam. I couldn't find anything from America. I decided not to buy any clothes.	I was so excited to try them on. I couldn't wait to wear them. I decided not wear them.	4.498848915100098	4.807712078094482	4.253336588541667
I was clothes shopping the other day.	Everything I found was made in China.	I found some very attractive handmade American clothes there.	Some stuff was made in Vietnam. I couldn't find anything from America. I decided not to buy any clothes.	DEPRECATED	-1	-1	-1
I brought home a stray cat to my girlfriend.	She always told me she loved cats.	Her face lit up when I showed her.	I thought I was about to get a ton of boyfriend points. I must have miss a key detail in her cat story. She was mad when I showed it to her.	I thought I was going to get a cat of my own. I was wrong. She was a cat lover.	4.857955455780029	5.138820171356201	3.1253074407577515
I brought home a stray cat to my girlfriend.	She always told me she loved cats.	Her face lit up when I showed her.	I thought I was about to get a ton of boyfriend points. I must have miss a key detail in her cat story. She was mad when I showed it to her.	DEPRECATED	-1	-1	-1
I brought home a stray cat to my girlfriend.	She always told me she loved cats.	Her face lit up when I showed her.	I thought I was about to get a ton of boyfriend points. I must have miss a key detail in her cat story. She was mad when I showed it to her.	DEPRECATED	-1	-1	-1
I brought home a stray cat to my girlfriend.	She always told me she loved cats.	Her face lit up when I showed her.	I thought I was about to get a ton of boyfriend points. I must have miss a key detail in her cat story. She was mad when I showed it to her.	I thought I was going to get a cat of my own. I was wrong. She was a cat I had never seen before.	4.857955455780029	5.159898281097412	3.135525425275167
I brought home a stray cat to my girlfriend.	She always told me she loved cats.	Her face lit up when I showed her.	I thought I was about to get a ton of boyfriend points. I must have miss a key detail in her cat story. She was mad when I showed it to her.	DEPRECATED	-1	-1	-1
